"sigma1","iota1","sigma2","iota2","sigma3","iota3"
0.6,0.28,0.640525588832576,0.696602540378444,0.259474411167424,0.523397459621556
0.61,0.28,0.635525588832576,0.705262794416288,0.254474411167424,0.514737205583712
0.62,0.28,0.630525588832576,0.713923048454133,0.249474411167424,0.506076951545867
0.63,0.28,0.625525588832576,0.722583302491977,0.244474411167424,0.497416697508023
0.64,0.28,0.620525588832576,0.731243556529821,0.239474411167424,0.488756443470179
0.65,0.28,0.615525588832576,0.739903810567666,0.234474411167424,0.480096189432334
0.66,0.28,0.610525588832576,0.74856406460551,0.229474411167424,0.47143593539449
0.67,0.28,0.605525588832576,0.757224318643355,0.224474411167424,0.462775681356645
0.68,0.28,0.600525588832576,0.765884572681199,0.219474411167423,0.454115427318801
0.69,0.28,0.595525588832576,0.774544826719043,0.214474411167423,0.445455173280957
0.7,0.28,0.590525588832576,0.783205080756888,0.209474411167423,0.436794919243112
0.71,0.28,0.585525588832577,0.791865334794732,0.204474411167424,0.428134665205268
0.72,0.28,0.580525588832576,0.800525588832576,0.199474411167424,0.419474411167424
0.73,0.28,0.575525588832577,0.809185842870421,0.194474411167424,0.410814157129579
0.74,0.28,0.570525588832576,0.817846096908265,0.189474411167424,0.402153903091735
0.75,0.28,0.565525588832577,0.82650635094611,0.184474411167424,0.39349364905389
0.76,0.28,0.560525588832576,0.835166604983954,0.179474411167424,0.384833395016046
0.77,0.28,0.555525588832577,0.843826859021798,0.174474411167424,0.376173140978202
0.78,0.28,0.550525588832576,0.852487113059643,0.169474411167424,0.367512886940357
0.79,0.28,0.545525588832577,0.861147367097487,0.164474411167424,0.358852632902513
0.8,0.28,0.540525588832576,0.869807621135332,0.159474411167424,0.350192378864668
0.81,0.28,0.535525588832577,0.878467875173176,0.154474411167423,0.341532124826824
0.82,0.28,0.530525588832576,0.88712812921102,0.149474411167423,0.33287187078898
0.83,0.28,0.525525588832576,0.895788383248865,0.144474411167423,0.324211616751135
0.84,0.28,0.520525588832576,0.904448637286709,0.139474411167424,0.315551362713291
0.85,0.28,0.515525588832576,0.913108891324554,0.134474411167424,0.306891108675447
0.86,0.28,0.510525588832576,0.921769145362398,0.129474411167424,0.298230854637602
0.87,0.28,0.505525588832576,0.930429399400242,0.124474411167424,0.289570600599758
0.88,0.28,0.500525588832576,0.939089653438087,0.119474411167424,0.280910346561913
0.89,0.28,0.495525588832576,0.947749907475931,0.114474411167424,0.272250092524069
0.9,0.28,0.490525588832576,0.956410161513775,0.109474411167424,0.263589838486225
0.91,0.28,0.485525588832576,0.96507041555162,0.104474411167424,0.25492958444838
0.92,0.28,0.480525588832576,0.973730669589464,0.0994744111674235,0.246269330410536
0.93,0.28,0.475525588832576,0.982390923627309,0.0944744111674235,0.237609076372691
0.94,0.28,0.470525588832576,0.991051177665153,0.0894744111674235,0.228948822334847
0.95,0.28,0.465525588832576,0.999711431702997,0.0844744111674235,0.220288568297003
0.05,0.29,0.906865334794732,0.215288568297003,0.543134665205268,0.994711431702997
0.06,0.29,0.901865334794732,0.223948822334847,0.538134665205268,0.986051177665153
0.07,0.29,0.896865334794732,0.232609076372691,0.533134665205268,0.977390923627309
0.08,0.29,0.891865334794732,0.241269330410536,0.528134665205268,0.968730669589464
0.09,0.29,0.886865334794732,0.24992958444838,0.523134665205268,0.96007041555162
0.1,0.29,0.881865334794732,0.258589838486225,0.518134665205268,0.951410161513775
0.11,0.29,0.876865334794732,0.267250092524069,0.513134665205268,0.942749907475931
0.12,0.29,0.871865334794732,0.275910346561913,0.508134665205268,0.934089653438087
0.13,0.29,0.866865334794732,0.284570600599758,0.503134665205268,0.925429399400242
0.14,0.29,0.861865334794732,0.293230854637602,0.498134665205268,0.916769145362398
0.15,0.29,0.856865334794732,0.301891108675447,0.493134665205268,0.908108891324554
0.16,0.29,0.851865334794732,0.310551362713291,0.488134665205268,0.899448637286709
0.17,0.29,0.846865334794732,0.319211616751135,0.483134665205268,0.890788383248865
0.18,0.29,0.841865334794732,0.32787187078898,0.478134665205268,0.88212812921102
0.19,0.29,0.836865334794732,0.336532124826824,0.473134665205268,0.873467875173176
0.2,0.29,0.831865334794732,0.345192378864668,0.468134665205268,0.864807621135332
0.21,0.29,0.826865334794732,0.353852632902513,0.463134665205268,0.856147367097487
0.22,0.29,0.821865334794732,0.362512886940357,0.458134665205268,0.847487113059643
0.23,0.29,0.816865334794732,0.371173140978202,0.453134665205268,0.838826859021798
0.24,0.29,0.811865334794732,0.379833395016046,0.448134665205268,0.830166604983954
0.25,0.29,0.806865334794732,0.38849364905389,0.443134665205268,0.82150635094611
0.26,0.29,0.801865334794732,0.397153903091735,0.438134665205268,0.812846096908265
0.27,0.29,0.796865334794732,0.405814157129579,0.433134665205268,0.804185842870421
0.28,0.29,0.791865334794732,0.414474411167424,0.428134665205268,0.795525588832577
0.29,0.29,0.786865334794732,0.423134665205268,0.423134665205268,0.786865334794732
0.3,0.29,0.781865334794732,0.431794919243112,0.418134665205268,0.778205080756888
0.31,0.29,0.776865334794732,0.440455173280957,0.413134665205268,0.769544826719043
0.32,0.29,0.771865334794732,0.449115427318801,0.408134665205268,0.760884572681199
0.33,0.29,0.766865334794732,0.457775681356645,0.403134665205268,0.752224318643355
0.34,0.29,0.761865334794732,0.46643593539449,0.398134665205268,0.74356406460551
0.35,0.29,0.756865334794732,0.475096189432334,0.393134665205268,0.734903810567666
0.36,0.29,0.751865334794732,0.483756443470179,0.388134665205268,0.726243556529821
0.37,0.29,0.746865334794732,0.492416697508023,0.383134665205268,0.717583302491977
0.38,0.29,0.741865334794732,0.501076951545867,0.378134665205268,0.708923048454133
0.39,0.29,0.736865334794732,0.509737205583712,0.373134665205268,0.700262794416288
0.4,0.29,0.731865334794732,0.518397459621556,0.368134665205268,0.691602540378444
0.41,0.29,0.726865334794732,0.527057713659401,0.363134665205268,0.682942286340599
0.42,0.29,0.721865334794732,0.535717967697245,0.358134665205268,0.674282032302755
0.43,0.29,0.716865334794732,0.544378221735089,0.353134665205268,0.665621778264911
0.44,0.29,0.711865334794732,0.553038475772934,0.348134665205268,0.656961524227066
0.45,0.29,0.706865334794732,0.561698729810778,0.343134665205268,0.648301270189222
0.46,0.29,0.701865334794732,0.570358983848622,0.338134665205268,0.639641016151377
0.47,0.29,0.696865334794732,0.579019237886467,0.333134665205268,0.630980762113533
0.48,0.29,0.691865334794732,0.587679491924311,0.328134665205268,0.622320508075689
0.49,0.29,0.686865334794732,0.596339745962156,0.323134665205268,0.613660254037844
0.5,0.29,0.681865334794732,0.605,0.318134665205268,0.605
0.51,0.29,0.676865334794732,0.613660254037844,0.313134665205268,0.596339745962156
0.52,0.29,0.671865334794732,0.622320508075689,0.308134665205268,0.587679491924311
0.53,0.29,0.666865334794732,0.630980762113533,0.303134665205268,0.579019237886467
0.54,0.29,0.661865334794732,0.639641016151378,0.298134665205268,0.570358983848622
0.55,0.29,0.656865334794732,0.648301270189222,0.293134665205268,0.561698729810778
0.56,0.29,0.651865334794732,0.656961524227066,0.288134665205268,0.553038475772934
0.57,0.29,0.646865334794732,0.665621778264911,0.283134665205268,0.544378221735089
0.58,0.29,0.641865334794732,0.674282032302755,0.278134665205268,0.535717967697245
0.59,0.29,0.636865334794732,0.682942286340599,0.273134665205268,0.527057713659401
0.6,0.29,0.631865334794732,0.691602540378444,0.268134665205268,0.518397459621556
0.61,0.29,0.626865334794732,0.700262794416288,0.263134665205268,0.509737205583712
0.62,0.29,0.621865334794732,0.708923048454133,0.258134665205268,0.501076951545867
0.63,0.29,0.616865334794732,0.717583302491977,0.253134665205268,0.492416697508023
0.64,0.29,0.611865334794732,0.726243556529821,0.248134665205268,0.483756443470179
0.65,0.29,0.606865334794732,0.734903810567666,0.243134665205268,0.475096189432334
0.66,0.29,0.601865334794732,0.74356406460551,0.238134665205268,0.46643593539449
0.67,0.29,0.596865334794732,0.752224318643355,0.233134665205268,0.457775681356645
0.68,0.29,0.591865334794732,0.760884572681199,0.228134665205268,0.449115427318801
0.69,0.29,0.586865334794732,0.769544826719043,0.223134665205268,0.440455173280957
0.7,0.29,0.581865334794732,0.778205080756888,0.218134665205268,0.431794919243112
0.71,0.29,0.576865334794732,0.786865334794732,0.213134665205268,0.423134665205268
0.72,0.29,0.571865334794732,0.795525588832577,0.208134665205268,0.414474411167424
0.73,0.29,0.566865334794732,0.804185842870421,0.203134665205268,0.405814157129579
0.74,0.29,0.561865334794732,0.812846096908265,0.198134665205268,0.397153903091735
0.75,0.29,0.556865334794732,0.82150635094611,0.193134665205268,0.38849364905389
0.76,0.29,0.551865334794732,0.830166604983954,0.188134665205268,0.379833395016046
0.77,0.29,0.546865334794732,0.838826859021798,0.183134665205268,0.371173140978202
0.78,0.29,0.541865334794732,0.847487113059643,0.178134665205268,0.362512886940357
0.79,0.29,0.536865334794732,0.856147367097487,0.173134665205268,0.353852632902513
0.8,0.29,0.531865334794732,0.864807621135332,0.168134665205268,0.345192378864668
0.81,0.29,0.526865334794732,0.873467875173176,0.163134665205268,0.336532124826824
0.82,0.29,0.521865334794732,0.88212812921102,0.158134665205268,0.32787187078898
0.83,0.29,0.516865334794732,0.890788383248865,0.153134665205268,0.319211616751135
0.84,0.29,0.511865334794732,0.899448637286709,0.148134665205268,0.310551362713291
0.85,0.29,0.506865334794732,0.908108891324554,0.143134665205268,0.301891108675447
0.86,0.29,0.501865334794732,0.916769145362398,0.138134665205268,0.293230854637602
0.87,0.29,0.496865334794732,0.925429399400242,0.133134665205268,0.284570600599758
0.88,0.29,0.491865334794732,0.934089653438087,0.128134665205268,0.275910346561913
0.89,0.29,0.486865334794732,0.942749907475931,0.123134665205268,0.267250092524069
0.9,0.29,0.481865334794732,0.951410161513775,0.118134665205268,0.258589838486225
0.91,0.29,0.476865334794732,0.96007041555162,0.113134665205268,0.24992958444838
0.92,0.29,0.471865334794732,0.968730669589464,0.108134665205268,0.241269330410536
0.93,0.29,0.466865334794732,0.977390923627309,0.103134665205268,0.232609076372691
0.94,0.29,0.461865334794732,0.986051177665153,0.0981346652052678,0.223948822334847
0.95,0.29,0.456865334794732,0.994711431702997,0.0931346652052678,0.215288568297003
0.04,0.3,0.903205080756888,0.201628314259158,0.556794919243112,0.998371685740842
0.05,0.3,0.898205080756888,0.210288568297003,0.551794919243112,0.989711431702997
0.06,0.3,0.893205080756888,0.218948822334847,0.546794919243112,0.981051177665153
0.07,0.3,0.888205080756888,0.227609076372691,0.541794919243112,0.972390923627309
0.08,0.3,0.883205080756888,0.236269330410536,0.536794919243112,0.963730669589464
0.09,0.3,0.878205080756888,0.24492958444838,0.531794919243112,0.95507041555162
0.1,0.3,0.873205080756888,0.253589838486225,0.526794919243112,0.946410161513775
0.11,0.3,0.868205080756888,0.262250092524069,0.521794919243112,0.937749907475931
0.12,0.3,0.863205080756888,0.270910346561913,0.516794919243112,0.929089653438087
0.13,0.3,0.858205080756888,0.279570600599758,0.511794919243112,0.920429399400242
0.14,0.3,0.853205080756888,0.288230854637602,0.506794919243112,0.911769145362398
0.15,0.3,0.848205080756888,0.296891108675447,0.501794919243112,0.903108891324554
0.16,0.3,0.843205080756888,0.305551362713291,0.496794919243112,0.894448637286709
0.17,0.3,0.838205080756888,0.314211616751135,0.491794919243112,0.885788383248865
0.18,0.3,0.833205080756888,0.32287187078898,0.486794919243112,0.87712812921102
0.19,0.3,0.828205080756888,0.331532124826824,0.481794919243112,0.868467875173176
0.2,0.3,0.823205080756888,0.340192378864668,0.476794919243112,0.859807621135332
0.21,0.3,0.818205080756888,0.348852632902513,0.471794919243112,0.851147367097487
0.22,0.3,0.813205080756888,0.357512886940357,0.466794919243112,0.842487113059643
0.23,0.3,0.808205080756888,0.366173140978202,0.461794919243112,0.833826859021798
0.24,0.3,0.803205080756888,0.374833395016046,0.456794919243112,0.825166604983954
0.25,0.3,0.798205080756888,0.38349364905389,0.451794919243112,0.81650635094611
0.26,0.3,0.793205080756888,0.392153903091735,0.446794919243112,0.807846096908265
0.27,0.3,0.788205080756888,0.400814157129579,0.441794919243112,0.799185842870421
0.28,0.3,0.783205080756888,0.409474411167424,0.436794919243112,0.790525588832577
0.29,0.3,0.778205080756888,0.418134665205268,0.431794919243112,0.781865334794732
0.3,0.3,0.773205080756888,0.426794919243112,0.426794919243112,0.773205080756888
0.31,0.3,0.768205080756888,0.435455173280957,0.421794919243112,0.764544826719043
0.32,0.3,0.763205080756888,0.444115427318801,0.416794919243112,0.755884572681199
0.33,0.3,0.758205080756888,0.452775681356645,0.411794919243112,0.747224318643355
0.34,0.3,0.753205080756888,0.46143593539449,0.406794919243112,0.73856406460551
0.35,0.3,0.748205080756888,0.470096189432334,0.401794919243112,0.729903810567666
0.36,0.3,0.743205080756888,0.478756443470179,0.396794919243112,0.721243556529821
0.37,0.3,0.738205080756888,0.487416697508023,0.391794919243112,0.712583302491977
0.38,0.3,0.733205080756888,0.496076951545867,0.386794919243112,0.703923048454133
0.39,0.3,0.728205080756888,0.504737205583712,0.381794919243112,0.695262794416288
0.4,0.3,0.723205080756888,0.513397459621556,0.376794919243112,0.686602540378444
0.41,0.3,0.718205080756888,0.522057713659401,0.371794919243112,0.677942286340599
0.42,0.3,0.713205080756888,0.530717967697245,0.366794919243112,0.669282032302755
0.43,0.3,0.708205080756888,0.539378221735089,0.361794919243112,0.660621778264911
0.44,0.3,0.703205080756888,0.548038475772934,0.356794919243112,0.651961524227066
0.45,0.3,0.698205080756888,0.556698729810778,0.351794919243112,0.643301270189222
0.46,0.3,0.693205080756888,0.565358983848622,0.346794919243112,0.634641016151378
0.47,0.3,0.688205080756888,0.574019237886467,0.341794919243112,0.625980762113533
0.48,0.3,0.683205080756888,0.582679491924311,0.336794919243112,0.617320508075689
0.49,0.3,0.678205080756888,0.591339745962156,0.331794919243112,0.608660254037844
0.5,0.3,0.673205080756888,0.6,0.326794919243112,0.6
0.51,0.3,0.668205080756888,0.608660254037844,0.321794919243112,0.591339745962156
0.52,0.3,0.663205080756888,0.617320508075689,0.316794919243112,0.582679491924311
0.53,0.3,0.658205080756888,0.625980762113533,0.311794919243112,0.574019237886467
0.54,0.3,0.653205080756888,0.634641016151378,0.306794919243112,0.565358983848622
0.55,0.3,0.648205080756888,0.643301270189222,0.301794919243112,0.556698729810778
0.56,0.3,0.643205080756888,0.651961524227066,0.296794919243112,0.548038475772934
0.57,0.3,0.638205080756888,0.660621778264911,0.291794919243112,0.539378221735089
0.58,0.3,0.633205080756888,0.669282032302755,0.286794919243112,0.530717967697245
0.59,0.3,0.628205080756888,0.677942286340599,0.281794919243112,0.522057713659401
0.6,0.3,0.623205080756888,0.686602540378444,0.276794919243112,0.513397459621556
0.61,0.3,0.618205080756888,0.695262794416288,0.271794919243112,0.504737205583712
0.62,0.3,0.613205080756888,0.703923048454133,0.266794919243112,0.496076951545867
0.63,0.3,0.608205080756888,0.712583302491977,0.261794919243112,0.487416697508023
0.64,0.3,0.603205080756888,0.721243556529821,0.256794919243112,0.478756443470179
0.65,0.3,0.598205080756888,0.729903810567666,0.251794919243112,0.470096189432334
0.66,0.3,0.593205080756888,0.73856406460551,0.246794919243112,0.46143593539449
0.67,0.3,0.588205080756888,0.747224318643355,0.241794919243112,0.452775681356645
0.68,0.3,0.583205080756888,0.755884572681199,0.236794919243112,0.444115427318801
0.69,0.3,0.578205080756888,0.764544826719043,0.231794919243112,0.435455173280957
0.7,0.3,0.573205080756888,0.773205080756888,0.226794919243112,0.426794919243112
0.71,0.3,0.568205080756888,0.781865334794732,0.221794919243112,0.418134665205268
0.72,0.3,0.563205080756888,0.790525588832577,0.216794919243112,0.409474411167424
0.73,0.3,0.558205080756888,0.799185842870421,0.211794919243112,0.400814157129579
0.74,0.3,0.553205080756888,0.807846096908265,0.206794919243112,0.392153903091735
0.75,0.3,0.548205080756888,0.81650635094611,0.201794919243112,0.38349364905389
0.76,0.3,0.543205080756888,0.825166604983954,0.196794919243112,0.374833395016046
0.77,0.3,0.538205080756888,0.833826859021798,0.191794919243112,0.366173140978202
0.78,0.3,0.533205080756888,0.842487113059643,0.186794919243112,0.357512886940357
0.79,0.3,0.528205080756888,0.851147367097487,0.181794919243112,0.348852632902513
0.8,0.3,0.523205080756888,0.859807621135332,0.176794919243112,0.340192378864668
0.81,0.3,0.518205080756888,0.868467875173176,0.171794919243112,0.331532124826824
0.82,0.3,0.513205080756888,0.87712812921102,0.166794919243112,0.32287187078898
0.83,0.3,0.508205080756888,0.885788383248865,0.161794919243112,0.314211616751135
0.84,0.3,0.503205080756888,0.894448637286709,0.156794919243112,0.305551362713291
0.85,0.3,0.498205080756888,0.903108891324554,0.151794919243112,0.296891108675447
0.86,0.3,0.493205080756888,0.911769145362398,0.146794919243112,0.288230854637602
0.87,0.3,0.488205080756888,0.920429399400242,0.141794919243112,0.279570600599758
0.88,0.3,0.483205080756888,0.929089653438087,0.136794919243112,0.270910346561913
0.89,0.3,0.478205080756888,0.937749907475931,0.131794919243112,0.262250092524069
0.9,0.3,0.473205080756888,0.946410161513775,0.126794919243112,0.253589838486225
0.91,0.3,0.468205080756888,0.95507041555162,0.121794919243112,0.24492958444838
0.92,0.3,0.463205080756888,0.963730669589464,0.116794919243112,0.236269330410536
0.93,0.3,0.458205080756888,0.972390923627309,0.111794919243112,0.227609076372691
0.94,0.3,0.453205080756888,0.981051177665153,0.106794919243112,0.218948822334847
0.95,0.3,0.448205080756888,0.989711431702997,0.101794919243112,0.210288568297003
0.96,0.3,0.443205080756888,0.998371685740842,0.0967949192431123,0.201628314259158
0.04,0.31,0.894544826719043,0.196628314259158,0.565455173280957,0.993371685740842
0.05,0.31,0.889544826719043,0.205288568297003,0.560455173280957,0.984711431702997
0.06,0.31,0.884544826719043,0.213948822334847,0.555455173280957,0.976051177665153
0.07,0.31,0.879544826719043,0.222609076372691,0.550455173280957,0.967390923627309
0.08,0.31,0.874544826719043,0.231269330410536,0.545455173280957,0.958730669589464
0.09,0.31,0.869544826719043,0.23992958444838,0.540455173280957,0.95007041555162
0.1,0.31,0.864544826719043,0.248589838486225,0.535455173280957,0.941410161513775
0.11,0.31,0.859544826719043,0.257250092524069,0.530455173280957,0.932749907475931
0.12,0.31,0.854544826719043,0.265910346561913,0.525455173280957,0.924089653438087
0.13,0.31,0.849544826719043,0.274570600599758,0.520455173280957,0.915429399400242
0.14,0.31,0.844544826719043,0.283230854637602,0.515455173280957,0.906769145362398
0.15,0.31,0.839544826719043,0.291891108675447,0.510455173280957,0.898108891324554
0.16,0.31,0.834544826719043,0.300551362713291,0.505455173280957,0.889448637286709
0.17,0.31,0.829544826719043,0.309211616751135,0.500455173280957,0.880788383248865
0.18,0.31,0.824544826719043,0.31787187078898,0.495455173280957,0.87212812921102
0.19,0.31,0.819544826719043,0.326532124826824,0.490455173280957,0.863467875173176
0.2,0.31,0.814544826719043,0.335192378864668,0.485455173280957,0.854807621135332
0.21,0.31,0.809544826719043,0.343852632902513,0.480455173280957,0.846147367097487
0.22,0.31,0.804544826719043,0.352512886940357,0.475455173280957,0.837487113059643
0.23,0.31,0.799544826719043,0.361173140978202,0.470455173280957,0.828826859021798
0.24,0.31,0.794544826719043,0.369833395016046,0.465455173280957,0.820166604983954
0.25,0.31,0.789544826719043,0.37849364905389,0.460455173280957,0.81150635094611
0.26,0.31,0.784544826719043,0.387153903091735,0.455455173280957,0.802846096908265
0.27,0.31,0.779544826719043,0.395814157129579,0.450455173280957,0.794185842870421
0.28,0.31,0.774544826719043,0.404474411167424,0.445455173280957,0.785525588832577
0.29,0.31,0.769544826719043,0.413134665205268,0.440455173280957,0.776865334794732
0.3,0.31,0.764544826719043,0.421794919243112,0.435455173280957,0.768205080756888
0.31,0.31,0.759544826719043,0.430455173280957,0.430455173280957,0.759544826719043
0.32,0.31,0.754544826719043,0.439115427318801,0.425455173280957,0.750884572681199
0.33,0.31,0.749544826719043,0.447775681356645,0.420455173280957,0.742224318643355
0.34,0.31,0.744544826719043,0.45643593539449,0.415455173280957,0.73356406460551
0.35,0.31,0.739544826719043,0.465096189432334,0.410455173280957,0.724903810567666
0.36,0.31,0.734544826719043,0.473756443470179,0.405455173280957,0.716243556529821
0.37,0.31,0.729544826719043,0.482416697508023,0.400455173280957,0.707583302491977
0.38,0.31,0.724544826719043,0.491076951545867,0.395455173280957,0.698923048454133
0.39,0.31,0.719544826719043,0.499737205583712,0.390455173280957,0.690262794416288
0.4,0.31,0.714544826719043,0.508397459621556,0.385455173280957,0.681602540378444
0.41,0.31,0.709544826719043,0.517057713659401,0.380455173280957,0.672942286340599
0.42,0.31,0.704544826719043,0.525717967697245,0.375455173280957,0.664282032302755
0.43,0.31,0.699544826719043,0.534378221735089,0.370455173280957,0.655621778264911
0.44,0.31,0.694544826719043,0.543038475772934,0.365455173280957,0.646961524227066
0.45,0.31,0.689544826719043,0.551698729810778,0.360455173280957,0.638301270189222
0.46,0.31,0.684544826719043,0.560358983848622,0.355455173280957,0.629641016151377
0.47,0.31,0.679544826719043,0.569019237886467,0.350455173280957,0.620980762113533
0.48,0.31,0.674544826719043,0.577679491924311,0.345455173280957,0.612320508075689
0.49,0.31,0.669544826719043,0.586339745962156,0.340455173280957,0.603660254037844
0.5,0.31,0.664544826719043,0.595,0.335455173280957,0.595
0.51,0.31,0.659544826719043,0.603660254037844,0.330455173280957,0.586339745962156
0.52,0.31,0.654544826719043,0.612320508075689,0.325455173280957,0.577679491924311
0.53,0.31,0.649544826719043,0.620980762113533,0.320455173280957,0.569019237886467
0.54,0.31,0.644544826719043,0.629641016151378,0.315455173280957,0.560358983848622
0.55,0.31,0.639544826719043,0.638301270189222,0.310455173280957,0.551698729810778
0.56,0.31,0.634544826719043,0.646961524227066,0.305455173280957,0.543038475772934
0.57,0.31,0.629544826719043,0.655621778264911,0.300455173280957,0.534378221735089
0.58,0.31,0.624544826719043,0.664282032302755,0.295455173280957,0.525717967697245
0.59,0.31,0.619544826719043,0.672942286340599,0.290455173280957,0.517057713659401
0.6,0.31,0.614544826719043,0.681602540378444,0.285455173280957,0.508397459621556
0.61,0.31,0.609544826719043,0.690262794416288,0.280455173280957,0.499737205583712
0.62,0.31,0.604544826719043,0.698923048454133,0.275455173280957,0.491076951545867
0.63,0.31,0.599544826719043,0.707583302491977,0.270455173280957,0.482416697508023
0.64,0.31,0.594544826719043,0.716243556529821,0.265455173280957,0.473756443470179
0.65,0.31,0.589544826719043,0.724903810567666,0.260455173280957,0.465096189432334
0.66,0.31,0.584544826719043,0.73356406460551,0.255455173280957,0.45643593539449
0.67,0.31,0.579544826719043,0.742224318643355,0.250455173280957,0.447775681356645
0.68,0.31,0.574544826719043,0.750884572681199,0.245455173280957,0.439115427318801
0.69,0.31,0.569544826719043,0.759544826719043,0.240455173280957,0.430455173280957
0.7,0.31,0.564544826719043,0.768205080756888,0.235455173280957,0.421794919243112
0.71,0.31,0.559544826719043,0.776865334794732,0.230455173280957,0.413134665205268
0.72,0.31,0.554544826719043,0.785525588832577,0.225455173280957,0.404474411167424
0.73,0.31,0.549544826719043,0.794185842870421,0.220455173280957,0.395814157129579
0.74,0.31,0.544544826719043,0.802846096908265,0.215455173280957,0.387153903091735
0.75,0.31,0.539544826719043,0.81150635094611,0.210455173280957,0.37849364905389
0.76,0.31,0.534544826719043,0.820166604983954,0.205455173280957,0.369833395016046
0.77,0.31,0.529544826719043,0.828826859021798,0.200455173280957,0.361173140978202
0.78,0.31,0.524544826719043,0.837487113059643,0.195455173280957,0.352512886940357
0.79,0.31,0.519544826719043,0.846147367097487,0.190455173280957,0.343852632902513
0.8,0.31,0.514544826719043,0.854807621135332,0.185455173280957,0.335192378864668
0.81,0.31,0.509544826719043,0.863467875173176,0.180455173280957,0.326532124826824
0.82,0.31,0.504544826719043,0.87212812921102,0.175455173280957,0.31787187078898
0.83,0.31,0.499544826719043,0.880788383248865,0.170455173280957,0.309211616751135
0.84,0.31,0.494544826719043,0.889448637286709,0.165455173280957,0.300551362713291
0.85,0.31,0.489544826719043,0.898108891324554,0.160455173280957,0.291891108675447
0.86,0.31,0.484544826719043,0.906769145362398,0.155455173280957,0.283230854637602
0.87,0.31,0.479544826719043,0.915429399400242,0.150455173280957,0.274570600599758
0.88,0.31,0.474544826719043,0.924089653438087,0.145455173280957,0.265910346561913
0.89,0.31,0.469544826719043,0.932749907475931,0.140455173280957,0.257250092524069
0.9,0.31,0.464544826719043,0.941410161513775,0.135455173280957,0.248589838486225
0.91,0.31,0.459544826719043,0.95007041555162,0.130455173280957,0.23992958444838
0.92,0.31,0.454544826719043,0.958730669589464,0.125455173280957,0.231269330410536
0.93,0.31,0.449544826719043,0.967390923627309,0.120455173280957,0.222609076372691
0.94,0.31,0.444544826719043,0.976051177665153,0.115455173280957,0.213948822334847
0.95,0.31,0.439544826719043,0.984711431702997,0.110455173280957,0.205288568297003
0.96,0.31,0.434544826719043,0.993371685740842,0.105455173280957,0.196628314259158
0.03,0.32,0.890884572681199,0.182968060221314,0.579115427318801,0.997031939778686
0.04,0.32,0.885884572681199,0.191628314259158,0.574115427318801,0.988371685740842
0.05,0.32,0.880884572681199,0.200288568297003,0.569115427318801,0.979711431702997
0.06,0.32,0.875884572681199,0.208948822334847,0.564115427318801,0.971051177665153
0.07,0.32,0.870884572681199,0.217609076372691,0.559115427318801,0.962390923627309
0.08,0.32,0.865884572681199,0.226269330410536,0.554115427318801,0.953730669589464
0.09,0.32,0.860884572681199,0.23492958444838,0.549115427318801,0.94507041555162
0.1,0.32,0.855884572681199,0.243589838486225,0.544115427318801,0.936410161513775
0.11,0.32,0.850884572681199,0.252250092524069,0.539115427318801,0.927749907475931
0.12,0.32,0.845884572681199,0.260910346561913,0.534115427318801,0.919089653438087
0.13,0.32,0.840884572681199,0.269570600599758,0.529115427318801,0.910429399400242
0.14,0.32,0.835884572681199,0.278230854637602,0.524115427318801,0.901769145362398
0.15,0.32,0.830884572681199,0.286891108675447,0.519115427318801,0.893108891324554
0.16,0.32,0.825884572681199,0.295551362713291,0.514115427318801,0.884448637286709
0.17,0.32,0.820884572681199,0.304211616751135,0.509115427318801,0.875788383248865
0.18,0.32,0.815884572681199,0.31287187078898,0.504115427318801,0.86712812921102
0.19,0.32,0.810884572681199,0.321532124826824,0.499115427318801,0.858467875173176
0.2,0.32,0.805884572681199,0.330192378864668,0.494115427318801,0.849807621135332
0.21,0.32,0.800884572681199,0.338852632902513,0.489115427318801,0.841147367097487
0.22,0.32,0.795884572681199,0.347512886940357,0.484115427318801,0.832487113059643
0.23,0.32,0.790884572681199,0.356173140978202,0.479115427318801,0.823826859021798
0.24,0.32,0.785884572681199,0.364833395016046,0.474115427318801,0.815166604983954
0.25,0.32,0.780884572681199,0.37349364905389,0.469115427318801,0.80650635094611
0.26,0.32,0.775884572681199,0.382153903091735,0.464115427318801,0.797846096908265
0.27,0.32,0.770884572681199,0.390814157129579,0.459115427318801,0.789185842870421
0.28,0.32,0.765884572681199,0.399474411167424,0.454115427318801,0.780525588832577
0.29,0.32,0.760884572681199,0.408134665205268,0.449115427318801,0.771865334794732
0.3,0.32,0.755884572681199,0.416794919243112,0.444115427318801,0.763205080756888
0.31,0.32,0.750884572681199,0.425455173280957,0.439115427318801,0.754544826719043
0.32,0.32,0.745884572681199,0.434115427318801,0.434115427318801,0.745884572681199
0.33,0.32,0.740884572681199,0.442775681356645,0.429115427318801,0.737224318643355
0.34,0.32,0.735884572681199,0.45143593539449,0.424115427318801,0.72856406460551
0.35,0.32,0.730884572681199,0.460096189432334,0.419115427318801,0.719903810567666
0.36,0.32,0.725884572681199,0.468756443470179,0.414115427318801,0.711243556529821
0.37,0.32,0.720884572681199,0.477416697508023,0.409115427318801,0.702583302491977
0.38,0.32,0.715884572681199,0.486076951545867,0.404115427318801,0.693923048454133
