"sigma1","iota1","sigma2","iota2","sigma3","iota3"
0.39,0.56,0.503038475772934,0.374737205583712,0.606961524227066,0.565262794416288
0.4,0.56,0.498038475772934,0.383397459621556,0.601961524227066,0.556602540378444
0.41,0.56,0.493038475772934,0.392057713659401,0.596961524227066,0.547942286340599
0.42,0.56,0.488038475772934,0.400717967697245,0.591961524227066,0.539282032302755
0.43,0.56,0.483038475772934,0.409378221735089,0.586961524227066,0.530621778264911
0.44,0.56,0.478038475772934,0.418038475772934,0.581961524227066,0.521961524227066
0.45,0.56,0.473038475772934,0.426698729810778,0.576961524227066,0.513301270189222
0.46,0.56,0.468038475772934,0.435358983848622,0.571961524227066,0.504641016151377
0.47,0.56,0.463038475772934,0.444019237886467,0.566961524227066,0.495980762113533
0.48,0.56,0.458038475772934,0.452679491924311,0.561961524227066,0.487320508075689
0.49,0.56,0.453038475772934,0.461339745962156,0.556961524227066,0.478660254037844
0.5,0.56,0.448038475772934,0.47,0.551961524227066,0.47
0.51,0.56,0.443038475772934,0.478660254037844,0.546961524227066,0.461339745962156
0.52,0.56,0.438038475772934,0.487320508075689,0.541961524227066,0.452679491924311
0.53,0.56,0.433038475772934,0.495980762113533,0.536961524227066,0.444019237886467
0.54,0.56,0.428038475772934,0.504641016151378,0.531961524227066,0.435358983848622
0.55,0.56,0.423038475772934,0.513301270189222,0.526961524227066,0.426698729810778
0.56,0.56,0.418038475772934,0.521961524227066,0.521961524227066,0.418038475772934
0.57,0.56,0.413038475772934,0.530621778264911,0.516961524227066,0.409378221735089
0.58,0.56,0.408038475772934,0.539282032302755,0.511961524227066,0.400717967697245
0.59,0.56,0.403038475772934,0.547942286340599,0.506961524227066,0.392057713659401
0.6,0.56,0.398038475772934,0.556602540378444,0.501961524227066,0.383397459621556
0.61,0.56,0.393038475772934,0.565262794416288,0.496961524227066,0.374737205583712
0.62,0.56,0.388038475772934,0.573923048454133,0.491961524227066,0.366076951545867
0.63,0.56,0.383038475772934,0.582583302491977,0.486961524227066,0.357416697508023
0.64,0.56,0.378038475772934,0.591243556529821,0.481961524227066,0.348756443470179
0.65,0.56,0.373038475772934,0.599903810567666,0.476961524227066,0.340096189432334
0.66,0.56,0.368038475772934,0.60856406460551,0.471961524227066,0.33143593539449
0.67,0.56,0.363038475772934,0.617224318643355,0.466961524227066,0.322775681356645
0.68,0.56,0.358038475772934,0.625884572681199,0.461961524227066,0.314115427318801
0.69,0.56,0.353038475772934,0.634544826719043,0.456961524227066,0.305455173280957
0.7,0.56,0.348038475772934,0.643205080756888,0.451961524227066,0.296794919243112
0.71,0.56,0.343038475772934,0.651865334794732,0.446961524227066,0.288134665205268
0.72,0.56,0.338038475772934,0.660525588832577,0.441961524227066,0.279474411167423
0.73,0.56,0.333038475772934,0.669185842870421,0.436961524227066,0.270814157129579
0.74,0.56,0.328038475772934,0.677846096908265,0.431961524227066,0.262153903091735
0.75,0.56,0.323038475772934,0.68650635094611,0.426961524227066,0.25349364905389
0.76,0.56,0.318038475772934,0.695166604983954,0.421961524227066,0.244833395016046
0.77,0.56,0.313038475772934,0.703826859021798,0.416961524227066,0.236173140978202
0.78,0.56,0.308038475772934,0.712487113059643,0.411961524227066,0.227512886940357
0.79,0.56,0.303038475772934,0.721147367097487,0.406961524227066,0.218852632902513
0.8,0.56,0.298038475772934,0.729807621135332,0.401961524227066,0.210192378864668
0.81,0.56,0.293038475772934,0.738467875173176,0.396961524227066,0.201532124826824
0.82,0.56,0.288038475772934,0.74712812921102,0.391961524227066,0.19287187078898
0.83,0.56,0.283038475772934,0.755788383248865,0.386961524227066,0.184211616751135
0.84,0.56,0.278038475772934,0.764448637286709,0.381961524227066,0.175551362713291
0.85,0.56,0.273038475772934,0.773108891324553,0.376961524227066,0.166891108675446
0.86,0.56,0.268038475772934,0.781769145362398,0.371961524227066,0.158230854637602
0.87,0.56,0.263038475772934,0.790429399400242,0.366961524227066,0.149570600599758
0.88,0.56,0.258038475772934,0.799089653438087,0.361961524227066,0.140910346561913
0.89,0.56,0.253038475772934,0.807749907475931,0.356961524227066,0.132250092524069
0.9,0.56,0.248038475772934,0.816410161513775,0.351961524227066,0.123589838486225
0.91,0.56,0.243038475772934,0.82507041555162,0.346961524227066,0.11492958444838
0.92,0.56,0.238038475772934,0.833730669589464,0.341961524227066,0.106269330410536
0.93,0.56,0.233038475772934,0.842390923627309,0.336961524227066,0.0976090763726913
0.94,0.56,0.228038475772934,0.851051177665153,0.331961524227066,0.088948822334847
0.95,0.56,0.223038475772934,0.859711431702997,0.326961524227066,0.0802885682970025
0.96,0.56,0.218038475772934,0.868371685740842,0.321961524227066,0.0716283142591583
0.97,0.56,0.213038475772934,0.877031939778686,0.316961524227066,0.0629680602213138
0.98,0.56,0.208038475772934,0.885692193816531,0.311961524227066,0.0543078061834695
0.99,0.56,0.203038475772934,0.894352447854375,0.306961524227066,0.045647552145625
1,0.56,0.198038475772934,0.903012701892219,0.301961524227066,0.0369872981077807
0,0.57,0.689378221735089,0.0319872981077807,0.810621778264911,0.898012701892219
0.01,0.57,0.684378221735089,0.040647552145625,0.805621778264911,0.889352447854375
0.02,0.57,0.679378221735089,0.0493078061834695,0.800621778264911,0.88069219381653
0.03,0.57,0.674378221735089,0.0579680602213138,0.795621778264911,0.872031939778686
0.04,0.57,0.669378221735089,0.0666283142591582,0.790621778264911,0.863371685740842
0.05,0.57,0.664378221735089,0.0752885682970026,0.785621778264911,0.854711431702997
0.06,0.57,0.659378221735089,0.083948822334847,0.780621778264911,0.846051177665153
0.07,0.57,0.654378221735089,0.0926090763726914,0.775621778264911,0.837390923627308
0.08,0.57,0.649378221735089,0.101269330410536,0.770621778264911,0.828730669589464
0.09,0.57,0.644378221735089,0.10992958444838,0.765621778264911,0.82007041555162
0.1,0.57,0.639378221735089,0.118589838486225,0.760621778264911,0.811410161513775
0.11,0.57,0.634378221735089,0.127250092524069,0.755621778264911,0.802749907475931
0.12,0.57,0.629378221735089,0.135910346561913,0.750621778264911,0.794089653438087
0.13,0.57,0.624378221735089,0.144570600599758,0.745621778264911,0.785429399400242
0.14,0.57,0.619378221735089,0.153230854637602,0.740621778264911,0.776769145362398
0.15,0.57,0.614378221735089,0.161891108675446,0.735621778264911,0.768108891324554
0.16,0.57,0.609378221735089,0.170551362713291,0.730621778264911,0.759448637286709
0.17,0.57,0.604378221735089,0.179211616751135,0.725621778264911,0.750788383248865
0.18,0.57,0.599378221735089,0.18787187078898,0.720621778264911,0.74212812921102
0.19,0.57,0.594378221735089,0.196532124826824,0.715621778264911,0.733467875173176
0.2,0.57,0.589378221735089,0.205192378864668,0.710621778264911,0.724807621135332
0.21,0.57,0.584378221735089,0.213852632902513,0.705621778264911,0.716147367097487
0.22,0.57,0.579378221735089,0.222512886940357,0.700621778264911,0.707487113059643
0.23,0.57,0.574378221735089,0.231173140978202,0.695621778264911,0.698826859021798
0.24,0.57,0.569378221735089,0.239833395016046,0.690621778264911,0.690166604983954
0.25,0.57,0.564378221735089,0.24849364905389,0.685621778264911,0.68150635094611
0.26,0.57,0.559378221735089,0.257153903091735,0.680621778264911,0.672846096908265
0.27,0.57,0.554378221735089,0.265814157129579,0.675621778264911,0.664185842870421
0.28,0.57,0.549378221735089,0.274474411167423,0.670621778264911,0.655525588832576
0.29,0.57,0.544378221735089,0.283134665205268,0.665621778264911,0.646865334794732
0.3,0.57,0.539378221735089,0.291794919243112,0.660621778264911,0.638205080756888
0.31,0.57,0.534378221735089,0.300455173280957,0.655621778264911,0.629544826719043
0.32,0.57,0.529378221735089,0.309115427318801,0.650621778264911,0.620884572681199
0.33,0.57,0.524378221735089,0.317775681356645,0.645621778264911,0.612224318643354
0.34,0.57,0.519378221735089,0.32643593539449,0.640621778264911,0.60356406460551
0.35,0.57,0.514378221735089,0.335096189432334,0.635621778264911,0.594903810567666
0.36,0.57,0.509378221735089,0.343756443470179,0.630621778264911,0.586243556529821
0.37,0.57,0.504378221735089,0.352416697508023,0.625621778264911,0.577583302491977
0.38,0.57,0.499378221735089,0.361076951545867,0.620621778264911,0.568923048454133
0.39,0.57,0.494378221735089,0.369737205583712,0.615621778264911,0.560262794416288
0.4,0.57,0.489378221735089,0.378397459621556,0.610621778264911,0.551602540378444
0.41,0.57,0.484378221735089,0.387057713659401,0.605621778264911,0.542942286340599
0.42,0.57,0.479378221735089,0.395717967697245,0.600621778264911,0.534282032302755
0.43,0.57,0.474378221735089,0.404378221735089,0.595621778264911,0.525621778264911
0.44,0.57,0.469378221735089,0.413038475772934,0.590621778264911,0.516961524227066
0.45,0.57,0.464378221735089,0.421698729810778,0.585621778264911,0.508301270189222
0.46,0.57,0.459378221735089,0.430358983848622,0.580621778264911,0.499641016151378
0.47,0.57,0.454378221735089,0.439019237886467,0.575621778264911,0.490980762113533
0.48,0.57,0.449378221735089,0.447679491924311,0.570621778264911,0.482320508075689
0.49,0.57,0.444378221735089,0.456339745962156,0.565621778264911,0.473660254037844
0.5,0.57,0.439378221735089,0.465,0.560621778264911,0.465
0.51,0.57,0.434378221735089,0.473660254037844,0.555621778264911,0.456339745962156
0.52,0.57,0.429378221735089,0.482320508075689,0.550621778264911,0.447679491924311
0.53,0.57,0.424378221735089,0.490980762113533,0.545621778264911,0.439019237886467
0.54,0.57,0.419378221735089,0.499641016151378,0.540621778264911,0.430358983848622
0.55,0.57,0.414378221735089,0.508301270189222,0.535621778264911,0.421698729810778
0.56,0.57,0.409378221735089,0.516961524227066,0.530621778264911,0.413038475772934
0.57,0.57,0.404378221735089,0.525621778264911,0.525621778264911,0.404378221735089
0.58,0.57,0.399378221735089,0.534282032302755,0.520621778264911,0.395717967697245
0.59,0.57,0.394378221735089,0.542942286340599,0.515621778264911,0.387057713659401
0.6,0.57,0.389378221735089,0.551602540378444,0.510621778264911,0.378397459621556
0.61,0.57,0.384378221735089,0.560262794416288,0.505621778264911,0.369737205583712
0.62,0.57,0.379378221735089,0.568923048454133,0.500621778264911,0.361076951545867
0.63,0.57,0.374378221735089,0.577583302491977,0.495621778264911,0.352416697508023
0.64,0.57,0.369378221735089,0.586243556529821,0.490621778264911,0.343756443470179
0.65,0.57,0.364378221735089,0.594903810567666,0.485621778264911,0.335096189432334
0.66,0.57,0.359378221735089,0.60356406460551,0.480621778264911,0.32643593539449
0.67,0.57,0.354378221735089,0.612224318643355,0.475621778264911,0.317775681356645
0.68,0.57,0.349378221735089,0.620884572681199,0.470621778264911,0.309115427318801
0.69,0.57,0.344378221735089,0.629544826719043,0.465621778264911,0.300455173280957
0.7,0.57,0.339378221735089,0.638205080756888,0.460621778264911,0.291794919243112
0.71,0.57,0.334378221735089,0.646865334794732,0.455621778264911,0.283134665205268
0.72,0.57,0.329378221735089,0.655525588832576,0.450621778264911,0.274474411167423
0.73,0.57,0.324378221735089,0.664185842870421,0.445621778264911,0.265814157129579
0.74,0.57,0.319378221735089,0.672846096908265,0.440621778264911,0.257153903091735
0.75,0.57,0.314378221735089,0.68150635094611,0.435621778264911,0.24849364905389
0.76,0.57,0.309378221735089,0.690166604983954,0.430621778264911,0.239833395016046
0.77,0.57,0.304378221735089,0.698826859021798,0.425621778264911,0.231173140978202
0.78,0.57,0.299378221735089,0.707487113059643,0.420621778264911,0.222512886940357
0.79,0.57,0.294378221735089,0.716147367097487,0.415621778264911,0.213852632902513
0.8,0.57,0.289378221735089,0.724807621135332,0.410621778264911,0.205192378864668
0.81,0.57,0.284378221735089,0.733467875173176,0.405621778264911,0.196532124826824
0.82,0.57,0.279378221735089,0.74212812921102,0.400621778264911,0.18787187078898
0.83,0.57,0.274378221735089,0.750788383248865,0.395621778264911,0.179211616751135
0.84,0.57,0.269378221735089,0.759448637286709,0.390621778264911,0.170551362713291
0.85,0.57,0.264378221735089,0.768108891324554,0.385621778264911,0.161891108675446
0.86,0.57,0.259378221735089,0.776769145362398,0.380621778264911,0.153230854637602
0.87,0.57,0.254378221735089,0.785429399400242,0.375621778264911,0.144570600599758
0.88,0.57,0.249378221735089,0.794089653438087,0.370621778264911,0.135910346561913
0.89,0.57,0.244378221735089,0.802749907475931,0.365621778264911,0.127250092524069
0.9,0.57,0.239378221735089,0.811410161513775,0.360621778264911,0.118589838486225
0.91,0.57,0.234378221735089,0.82007041555162,0.355621778264911,0.10992958444838
0.92,0.57,0.229378221735089,0.828730669589464,0.350621778264911,0.101269330410536
0.93,0.57,0.224378221735089,0.837390923627309,0.345621778264911,0.0926090763726913
0.94,0.57,0.219378221735089,0.846051177665153,0.340621778264911,0.083948822334847
0.95,0.57,0.214378221735089,0.854711431702997,0.335621778264911,0.0752885682970025
0.96,0.57,0.209378221735089,0.863371685740842,0.330621778264911,0.0666283142591583
0.97,0.57,0.204378221735089,0.872031939778686,0.325621778264911,0.0579680602213138
0.98,0.57,0.199378221735089,0.88069219381653,0.320621778264911,0.0493078061834695
0.99,0.57,0.194378221735089,0.889352447854375,0.315621778264911,0.040647552145625
1,0.57,0.189378221735089,0.898012701892219,0.310621778264911,0.0319872981077807
0,0.58,0.680717967697245,0.0269872981077807,0.819282032302755,0.893012701892219
0.01,0.58,0.675717967697245,0.0356475521456251,0.814282032302755,0.884352447854375
0.02,0.58,0.670717967697245,0.0443078061834695,0.809282032302755,0.875692193816531
0.03,0.58,0.665717967697245,0.0529680602213139,0.804282032302755,0.867031939778686
0.04,0.58,0.660717967697245,0.0616283142591583,0.799282032302755,0.858371685740842
0.05,0.58,0.655717967697245,0.0702885682970026,0.794282032302755,0.849711431702997
0.06,0.58,0.650717967697245,0.078948822334847,0.789282032302755,0.841051177665153
0.07,0.58,0.645717967697245,0.0876090763726914,0.784282032302755,0.832390923627309
0.08,0.58,0.640717967697245,0.0962693304105358,0.779282032302755,0.823730669589464
0.09,0.58,0.635717967697245,0.10492958444838,0.774282032302755,0.81507041555162
0.1,0.58,0.630717967697245,0.113589838486225,0.769282032302755,0.806410161513776
0.11,0.58,0.625717967697245,0.122250092524069,0.764282032302755,0.797749907475931
0.12,0.58,0.620717967697245,0.130910346561913,0.759282032302755,0.789089653438087
0.13,0.58,0.615717967697245,0.139570600599758,0.754282032302755,0.780429399400242
0.14,0.58,0.610717967697245,0.148230854637602,0.749282032302755,0.771769145362398
0.15,0.58,0.605717967697245,0.156891108675447,0.744282032302755,0.763108891324554
0.16,0.58,0.600717967697245,0.165551362713291,0.739282032302755,0.754448637286709
0.17,0.58,0.595717967697245,0.174211616751135,0.734282032302755,0.745788383248865
0.18,0.58,0.590717967697245,0.18287187078898,0.729282032302755,0.73712812921102
0.19,0.58,0.585717967697245,0.191532124826824,0.724282032302755,0.728467875173176
0.2,0.58,0.580717967697245,0.200192378864668,0.719282032302755,0.719807621135332
0.21,0.58,0.575717967697245,0.208852632902513,0.714282032302755,0.711147367097487
0.22,0.58,0.570717967697245,0.217512886940357,0.709282032302755,0.702487113059643
0.23,0.58,0.565717967697245,0.226173140978202,0.704282032302755,0.693826859021798
0.24,0.58,0.560717967697245,0.234833395016046,0.699282032302755,0.685166604983954
0.25,0.58,0.555717967697245,0.24349364905389,0.694282032302755,0.67650635094611
0.26,0.58,0.550717967697245,0.252153903091735,0.689282032302755,0.667846096908265
0.27,0.58,0.545717967697245,0.260814157129579,0.684282032302755,0.659185842870421
0.28,0.58,0.540717967697245,0.269474411167424,0.679282032302755,0.650525588832576
0.29,0.58,0.535717967697245,0.278134665205268,0.674282032302755,0.641865334794732
0.3,0.58,0.530717967697245,0.286794919243112,0.669282032302755,0.633205080756888
0.31,0.58,0.525717967697245,0.295455173280957,0.664282032302755,0.624544826719043
0.32,0.58,0.520717967697245,0.304115427318801,0.659282032302755,0.615884572681199
0.33,0.58,0.515717967697245,0.312775681356645,0.654282032302755,0.607224318643355
0.34,0.58,0.510717967697245,0.32143593539449,0.649282032302755,0.59856406460551
0.35,0.58,0.505717967697245,0.330096189432334,0.644282032302755,0.589903810567666
0.36,0.58,0.500717967697245,0.338756443470179,0.639282032302755,0.581243556529821
0.37,0.58,0.495717967697245,0.347416697508023,0.634282032302755,0.572583302491977
0.38,0.58,0.490717967697245,0.356076951545867,0.629282032302755,0.563923048454133
0.39,0.58,0.485717967697245,0.364737205583712,0.624282032302755,0.555262794416288
0.4,0.58,0.480717967697245,0.373397459621556,0.619282032302755,0.546602540378444
0.41,0.58,0.475717967697245,0.382057713659401,0.614282032302755,0.537942286340599
0.42,0.58,0.470717967697245,0.390717967697245,0.609282032302755,0.529282032302755
0.43,0.58,0.465717967697245,0.399378221735089,0.604282032302755,0.520621778264911
0.44,0.58,0.460717967697245,0.408038475772934,0.599282032302755,0.511961524227066
0.45,0.58,0.455717967697245,0.416698729810778,0.594282032302755,0.503301270189222
0.46,0.58,0.450717967697245,0.425358983848622,0.589282032302755,0.494641016151378
0.47,0.58,0.445717967697245,0.434019237886467,0.584282032302755,0.485980762113533
0.48,0.58,0.440717967697245,0.442679491924311,0.579282032302755,0.477320508075689
0.49,0.58,0.435717967697245,0.451339745962156,0.574282032302755,0.468660254037844
0.5,0.58,0.430717967697245,0.46,0.569282032302755,0.46
0.51,0.58,0.425717967697245,0.468660254037844,0.564282032302755,0.451339745962156
0.52,0.58,0.420717967697245,0.477320508075689,0.559282032302755,0.442679491924311
0.53,0.58,0.415717967697245,0.485980762113533,0.554282032302755,0.434019237886467
0.54,0.58,0.410717967697245,0.494641016151378,0.549282032302755,0.425358983848622
0.55,0.58,0.405717967697245,0.503301270189222,0.544282032302755,0.416698729810778
0.56,0.58,0.400717967697245,0.511961524227066,0.539282032302755,0.408038475772934
0.57,0.58,0.395717967697245,0.520621778264911,0.534282032302755,0.399378221735089
0.58,0.58,0.390717967697245,0.529282032302755,0.529282032302755,0.390717967697245
0.59,0.58,0.385717967697245,0.537942286340599,0.524282032302755,0.382057713659401
0.6,0.58,0.380717967697245,0.546602540378444,0.519282032302755,0.373397459621556
0.61,0.58,0.375717967697245,0.555262794416288,0.514282032302755,0.364737205583712
0.62,0.58,0.370717967697245,0.563923048454133,0.509282032302755,0.356076951545867
0.63,0.58,0.365717967697245,0.572583302491977,0.504282032302755,0.347416697508023
0.64,0.58,0.360717967697245,0.581243556529821,0.499282032302755,0.338756443470179
0.65,0.58,0.355717967697245,0.589903810567666,0.494282032302755,0.330096189432334
0.66,0.58,0.350717967697245,0.59856406460551,0.489282032302755,0.32143593539449
0.67,0.58,0.345717967697245,0.607224318643355,0.484282032302755,0.312775681356645
0.68,0.58,0.340717967697245,0.615884572681199,0.479282032302755,0.304115427318801
0.69,0.58,0.335717967697245,0.624544826719043,0.474282032302755,0.295455173280957
0.7,0.58,0.330717967697245,0.633205080756888,0.469282032302755,0.286794919243112
0.71,0.58,0.325717967697245,0.641865334794732,0.464282032302755,0.278134665205268
0.72,0.58,0.320717967697245,0.650525588832576,0.459282032302755,0.269474411167424
0.73,0.58,0.315717967697245,0.659185842870421,0.454282032302755,0.260814157129579
0.74,0.58,0.310717967697245,0.667846096908265,0.449282032302755,0.252153903091735
0.75,0.58,0.305717967697245,0.67650635094611,0.444282032302755,0.24349364905389
0.76,0.58,0.300717967697245,0.685166604983954,0.439282032302755,0.234833395016046
0.77,0.58,0.295717967697245,0.693826859021798,0.434282032302755,0.226173140978202
0.78,0.58,0.290717967697245,0.702487113059643,0.429282032302755,0.217512886940357
0.79,0.58,0.285717967697245,0.711147367097487,0.424282032302755,0.208852632902513
0.8,0.58,0.280717967697245,0.719807621135332,0.419282032302755,0.200192378864668
0.81,0.58,0.275717967697245,0.728467875173176,0.414282032302755,0.191532124826824
0.82,0.58,0.270717967697245,0.73712812921102,0.409282032302755,0.18287187078898
0.83,0.58,0.265717967697245,0.745788383248865,0.404282032302755,0.174211616751135
0.84,0.58,0.260717967697245,0.754448637286709,0.399282032302755,0.165551362713291
0.85,0.58,0.255717967697245,0.763108891324554,0.394282032302755,0.156891108675447
0.86,0.58,0.250717967697245,0.771769145362398,0.389282032302755,0.148230854637602
0.87,0.58,0.245717967697245,0.780429399400242,0.384282032302755,0.139570600599758
0.88,0.58,0.240717967697245,0.789089653438087,0.379282032302755,0.130910346561913
0.89,0.58,0.235717967697245,0.797749907475931,0.374282032302755,0.122250092524069
0.9,0.58,0.230717967697245,0.806410161513776,0.369282032302755,0.113589838486225
0.91,0.58,0.225717967697245,0.81507041555162,0.364282032302755,0.10492958444838
0.92,0.58,0.220717967697245,0.823730669589464,0.359282032302755,0.0962693304105358
0.93,0.58,0.215717967697245,0.832390923627309,0.354282032302755,0.0876090763726914
0.94,0.58,0.210717967697245,0.841051177665153,0.349282032302755,0.078948822334847
0.95,0.58,0.205717967697245,0.849711431702997,0.344282032302755,0.0702885682970026
0.96,0.58,0.200717967697245,0.858371685740842,0.339282032302755,0.0616283142591583
0.97,0.58,0.195717967697245,0.867031939778686,0.334282032302755,0.0529680602213139
0.98,0.58,0.190717967697245,0.875692193816531,0.329282032302755,0.0443078061834695
0.99,0.58,0.185717967697245,0.884352447854375,0.324282032302755,0.0356475521456251
1,0.58,0.180717967697245,0.893012701892219,0.319282032302755,0.0269872981077807
0,0.59,0.672057713659401,0.0219872981077807,0.827942286340599,0.888012701892219
0.01,0.59,0.6670577136594,0.0306475521456251,0.8229422863406,0.879352447854375
0.02,0.59,0.662057713659401,0.0393078061834695,0.817942286340599,0.870692193816531
0.03,0.59,0.6570577136594,0.0479680602213139,0.8129422863406,0.862031939778686
0.04,0.59,0.652057713659401,0.0566283142591583,0.807942286340599,0.853371685740842
0.05,0.59,0.647057713659401,0.0652885682970026,0.802942286340599,0.844711431702997
0.06,0.59,0.642057713659401,0.073948822334847,0.797942286340599,0.836051177665153
0.07,0.59,0.637057713659401,0.0826090763726914,0.792942286340599,0.827390923627309
0.08,0.59,0.632057713659401,0.0912693304105358,0.787942286340599,0.818730669589464
0.09,0.59,0.627057713659401,0.0999295844483802,0.782942286340599,0.81007041555162
0.1,0.59,0.622057713659401,0.108589838486225,0.777942286340599,0.801410161513775
0.11,0.59,0.617057713659401,0.117250092524069,0.772942286340599,0.792749907475931
0.12,0.59,0.612057713659401,0.125910346561913,0.767942286340599,0.784089653438087
0.13,0.59,0.607057713659401,0.134570600599758,0.762942286340599,0.775429399400242
0.14,0.59,0.602057713659401,0.143230854637602,0.757942286340599,0.766769145362398
0.15,0.59,0.597057713659401,0.151891108675447,0.752942286340599,0.758108891324554
0.16,0.59,0.592057713659401,0.160551362713291,0.747942286340599,0.749448637286709
0.17,0.59,0.587057713659401,0.169211616751135,0.742942286340599,0.740788383248865
0.18,0.59,0.582057713659401,0.17787187078898,0.737942286340599,0.73212812921102
0.19,0.59,0.577057713659401,0.186532124826824,0.732942286340599,0.723467875173176
0.2,0.59,0.572057713659401,0.195192378864668,0.727942286340599,0.714807621135332
0.21,0.59,0.567057713659401,0.203852632902513,0.722942286340599,0.706147367097487
0.22,0.59,0.562057713659401,0.212512886940357,0.7179422863406,0.697487113059643
0.23,0.59,0.557057713659401,0.221173140978202,0.712942286340599,0.688826859021799
0.24,0.59,0.552057713659401,0.229833395016046,0.7079422863406,0.680166604983954
0.25,0.59,0.547057713659401,0.23849364905389,0.702942286340599,0.67150635094611
0.26,0.59,0.542057713659401,0.247153903091735,0.6979422863406,0.662846096908265
0.27,0.59,0.537057713659401,0.255814157129579,0.692942286340599,0.654185842870421
0.28,0.59,0.532057713659401,0.264474411167424,0.6879422863406,0.645525588832576
0.29,0.59,0.527057713659401,0.273134665205268,0.682942286340599,0.636865334794732
0.3,0.59,0.522057713659401,0.281794919243112,0.677942286340599,0.628205080756888
0.31,0.59,0.517057713659401,0.290455173280957,0.672942286340599,0.619544826719043
0.32,0.59,0.512057713659401,0.299115427318801,0.667942286340599,0.610884572681199
0.33,0.59,0.507057713659401,0.307775681356645,0.662942286340599,0.602224318643355
0.34,0.59,0.502057713659401,0.31643593539449,0.657942286340599,0.59356406460551
0.35,0.59,0.497057713659401,0.325096189432334,0.652942286340599,0.584903810567666
0.36,0.59,0.492057713659401,0.333756443470179,0.647942286340599,0.576243556529821
0.37,0.59,0.487057713659401,0.342416697508023,0.642942286340599,0.567583302491977
0.38,0.59,0.482057713659401,0.351076951545867,0.637942286340599,0.558923048454133
0.39,0.59,0.477057713659401,0.359737205583712,0.632942286340599,0.550262794416288
0.4,0.59,0.472057713659401,0.368397459621556,0.627942286340599,0.541602540378444
0.41,0.59,0.467057713659401,0.377057713659401,0.622942286340599,0.532942286340599
0.42,0.59,0.462057713659401,0.385717967697245,0.617942286340599,0.524282032302755
0.43,0.59,0.457057713659401,0.394378221735089,0.612942286340599,0.515621778264911
0.44,0.59,0.452057713659401,0.403038475772934,0.607942286340599,0.506961524227066
0.45,0.59,0.447057713659401,0.411698729810778,0.602942286340599,0.498301270189222
0.46,0.59,0.442057713659401,0.420358983848622,0.597942286340599,0.489641016151378
0.47,0.59,0.437057713659401,0.429019237886467,0.592942286340599,0.480980762113533
0.48,0.59,0.432057713659401,0.437679491924311,0.587942286340599,0.472320508075689
0.49,0.59,0.427057713659401,0.446339745962156,0.582942286340599,0.463660254037844
0.5,0.59,0.422057713659401,0.455,0.577942286340599,0.455
0.51,0.59,0.417057713659401,0.463660254037844,0.572942286340599,0.446339745962156
0.52,0.59,0.412057713659401,0.472320508075689,0.567942286340599,0.437679491924311
0.53,0.59,0.407057713659401,0.480980762113533,0.562942286340599,0.429019237886467
0.54,0.59,0.402057713659401,0.489641016151378,0.557942286340599,0.420358983848622
0.55,0.59,0.397057713659401,0.498301270189222,0.552942286340599,0.411698729810778
0.56,0.59,0.392057713659401,0.506961524227066,0.547942286340599,0.403038475772934
0.57,0.59,0.387057713659401,0.515621778264911,0.542942286340599,0.394378221735089
0.58,0.59,0.382057713659401,0.524282032302755,0.537942286340599,0.385717967697245
0.59,0.59,0.377057713659401,0.532942286340599,0.532942286340599,0.377057713659401
0.6,0.59,0.372057713659401,0.541602540378444,0.527942286340599,0.368397459621556
0.61,0.59,0.367057713659401,0.550262794416288,0.522942286340599,0.359737205583712
0.62,0.59,0.362057713659401,0.558923048454133,0.517942286340599,0.351076951545867
0.63,0.59,0.357057713659401,0.567583302491977,0.512942286340599,0.342416697508023
0.64,0.59,0.352057713659401,0.576243556529821,0.507942286340599,0.333756443470179
0.65,0.59,0.347057713659401,0.584903810567666,0.502942286340599,0.325096189432334
0.66,0.59,0.342057713659401,0.59356406460551,0.497942286340599,0.31643593539449
0.67,0.59,0.337057713659401,0.602224318643355,0.492942286340599,0.307775681356645
0.68,0.59,0.332057713659401,0.610884572681199,0.487942286340599,0.299115427318801
0.69,0.59,0.327057713659401,0.619544826719043,0.482942286340599,0.290455173280957
0.7,0.59,0.322057713659401,0.628205080756888,0.477942286340599,0.281794919243112
0.71,0.59,0.317057713659401,0.636865334794732,0.472942286340599,0.273134665205268
0.72,0.59,0.312057713659401,0.645525588832576,0.467942286340599,0.264474411167424
0.73,0.59,0.307057713659401,0.654185842870421,0.462942286340599,0.255814157129579
0.74,0.59,0.302057713659401,0.662846096908265,0.457942286340599,0.247153903091735
0.75,0.59,0.297057713659401,0.67150635094611,0.452942286340599,0.23849364905389
0.76,0.59,0.292057713659401,0.680166604983954,0.447942286340599,0.229833395016046
0.77,0.59,0.287057713659401,0.688826859021799,0.442942286340599,0.221173140978202
0.78,0.59,0.282057713659401,0.697487113059643,0.437942286340599,0.212512886940357
0.79,0.59,0.277057713659401,0.706147367097487,0.432942286340599,0.203852632902513
0.8,0.59,0.272057713659401,0.714807621135332,0.427942286340599,0.195192378864668
0.81,0.59,0.267057713659401,0.723467875173176,0.422942286340599,0.186532124826824
0.82,0.59,0.262057713659401,0.73212812921102,0.417942286340599,0.17787187078898
0.83,0.59,0.2570577136594,0.740788383248865,0.412942286340599,0.169211616751135
0.84,0.59,0.252057713659401,0.749448637286709,0.407942286340599,0.160551362713291
